log time,GPS hour,GPS minute,GPS seconds,GPS latitude,GPS longitude,GPS angle,GPS speed,exterior temperature,interior temperature,BMP pressure (mb),BMP pressure (inHG),BMP altitude,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z,
435000,15,18,15,3315.2524,11207.8154,324.90,352.48,0.03,-127.00,7.19,nan,nan,nan,537,20,-0.46,-1.12,10.24,0.03,0.66,-0.37,0.65,0.35,0.18,
438000,15,18,17,3315.2524,11207.8154,324.90,201.85,0.01,-127.00,7.19,nan,nan,nan,580,27,-0.45,-1.18,10.25,0.04,0.68,-0.37,0.81,0.40,0.26,
441000,15,18,19,3315.2524,11207.8154,324.90,197.76,0.02,-127.00,7.19,nan,nan,nan,553,23,-0.60,-1.12,10.26,0.05,0.67,-0.35,0.81,0.30,0.13,
444000,15,18,21,3315.2524,11207.8154,324.90,158.16,0.03,-127.00,7.13,nan,nan,nan,596,29,-0.58,-1.18,10.21,0.04,0.67,-0.35,0.89,0.17,0.31,
447000,15,18,23,3315.2524,11207.8154,324.90,44.47,0.02,-127.00,7.13,nan,nan,nan,596,29,-0.45,-1.16,10.22,0.04,0.66,-0.36,0.95,0.51,0.35,
450000,15,18,25,3315.2524,11207.8154,324.90,33.98,0.01,-127.00,7.13,nan,nan,nan,580,27,-0.41,-1.16,10.20,0.04,0.67,-0.36,0.79,0.53,0.25,
453000,15,18,27,3315.2524,11207.8154,324.90,353.91,0.03,-127.00,7.13,nan,nan,nan,537,20,-0.46,-1.16,10.18,0.04,0.67,-0.37,0.52,0.40,0.06,
456000,15,18,29,3315.2524,11207.8154,324.90,196.97,0.01,-127.00,7.13,nan,nan,nan,503,15,-0.43,-1.14,10.21,0.03,0.67,-0.36,0.93,0.59,0.28,
459000,15,18,31,3315.2524,11207.8154,324.90,191.87,0.01,-127.00,7.13,nan,nan,nan,537,20,-0.44,-1.14,10.28,0.04,0.67,-0.36,0.78,0.61,0.12,
462000,15,18,33,3315.2524,11207.8154,324.90,178.24,0.02,-127.00,7.13,nan,nan,nan,549,22,-0.43,-1.16,10.29,0.04,0.66,-0.36,0.66,0.55,0.37,
465000,15,18,35,3315.2524,11207.8154,324.90,14.53,0.02,-127.00,7.13,nan,nan,nan,549,22,-0.41,-1.15,10.19,0.03,0.67,-0.37,0.96,0.35,0.22,
468000,15,18,37,3315.2524,11207.8154,324.90,6.07,0.02,-127.00,7.06,nan,nan,nan,543,21,-0.42,-1.17,10.30,0.04,0.67,-0.38,0.82,0.31,0.05,
471000,15,18,39,3315.2524,11207.8154,324.90,32.81,0.01,-127.00,7.06,nan,nan,nan,529,19,-0.40,-1.15,10.29,0.04,0.67,-0.36,0.69,0.52,0.25,
474000,15,18,41,3315.2524,11207.8154,324.90,162.89,0.02,-127.00,7.13,nan,nan,nan,503,15,-0.43,-1.15,10.23,0.03,0.67,-0.36,0.71,0.55,0.25,
477000,15,18,43,3315.2524,11207.8154,324.90,171.38,0.03,-127.00,7.06,nan,nan,nan,540,21,-0.48,-1.15,10.22,0.04,0.67,-0.36,0.66,0.68,0.21,
480000,15,18,45,3315.2524,11207.8154,324.90,177.16,0.02,-127.00,7.06,nan,nan,nan,540,21,-0.42,-1.16,10.23,0.03,0.67,-0.36,0.79,0.32,0.31,
483000,15,18,47,3315.2524,11207.8154,324.90,1.98,0.02,-127.00,7.06,nan,nan,nan,611,32,-0.42,-1.14,10.24,0.03,0.66,-0.36,0.71,0.81,0.40,
486000,15,18,49,3315.2524,11207.8154,324.90,358.97,0.02,-127.00,7.06,nan,nan,nan,614,32,-0.44,-1.16,10.25,0.04,0.67,-0.39,0.59,0.31,0.21,
489000,15,18,51,3315.2524,11207.8154,324.90,6.90,0.02,-127.00,7.06,nan,nan,nan,614,32,-0.31,-1.15,10.20,0.03,0.67,-0.37,0.67,0.38,-0.03,
492000,15,18,53,3315.2524,11207.8154,324.90,193.25,0.02,-127.00,7.13,nan,nan,nan,638,36,-0.39,-1.16,10.29,0.03,0.67,-0.36,0.74,0.56,0.14,
495000,15,18,55,3315.2524,11207.8154,324.90,176.20,0.02,-127.00,7.06,nan,nan,nan,641,36,-0.41,-1.14,10.32,0.03,0.67,-0.35,0.78,0.34,0.19,
498000,15,18,57,3315.2524,11207.8154,324.90,210.97,0.02,-127.00,7.06,nan,nan,nan,627,34,-0.42,-1.18,10.25,0.03,0.66,-0.37,0.56,0.34,0.38,
501000,15,18,59,3315.2524,11207.8154,324.90,334.78,0.02,-127.00,7.06,nan,nan,nan,611,32,-0.42,-1.16,10.16,0.03,0.67,-0.37,0.66,0.47,0.17,
504000,15,19,1,3315.2524,11207.8154,324.90,347.77,0.03,-127.00,7.06,nan,nan,nan,560,24,-0.42,-1.17,10.22,0.05,0.67,-0.37,0.70,0.29,0.23,
507000,15,19,3,3315.2524,11207.8154,324.90,343.19,0.01,-127.00,7.13,nan,nan,nan,560,24,-0.44,-1.15,10.23,0.03,0.67,-0.37,0.52,0.46,0.29,
510000,15,19,5,3315.2524,11207.8154,324.90,161.77,0.03,-127.00,7.13,nan,nan,nan,578,27,-0.46,-1.18,10.17,0.03,0.67,-0.36,0.69,0.42,0.29,
513000,15,19,7,3315.2524,11207.8154,324.90,156.66,0.02,-127.00,7.13,nan,nan,nan,570,25,-0.49,-1.14,10.23,0.03,0.67,-0.36,0.57,0.40,0.20,
516000,15,19,9,3315.2524,11207.8154,324.90,156.26,0.03,-127.00,7.13,nan,nan,nan,599,30,-0.49,-1.14,10.32,0.03,0.67,-0.37,0.59,0.36,0.06,
519000,15,19,11,3315.2524,11207.8154,324.90,343.99,0.03,-127.00,7.13,nan,nan,nan,599,30,-0.42,-1.16,10.26,0.04,0.66,-0.38,0.70,0.38,0.31,
522000,15,19,13,3315.2524,11207.8154,324.90,351.09,0.03,-127.00,7.13,nan,nan,nan,545,22,-0.41,-1.16,10.26,0.04,0.67,-0.39,0.67,0.57,0.03,
525000,15,19,15,3315.2524,11207.8154,324.90,354.65,0.02,-127.00,7.13,nan,nan,nan,545,22,-0.43,-1.15,10.22,0.03,0.67,-0.37,0.79,0.30,0.30,
528000,15,19,17,3315.2524,11207.8154,324.90,165.89,0.02,-127.00,7.19,nan,nan,nan,496,14,-0.40,-1.16,10.19,0.05,0.67,-0.36,0.69,0.37,0.24,
531000,15,19,19,3315.2524,11207.8154,324.90,182.55,0.02,-127.00,7.13,nan,nan,nan,523,18,-0.40,-1.32,10.26,0.04,0.67,-0.36,1.41,0.71,0.28,
534000,15,19,21,3315.2524,11207.8154,324.90,192.45,0.02,-127.00,7.13,nan,nan,nan,503,15,-0.31,-1.22,10.03,0.04,0.66,-0.37,0.84,0.78,0.11,
537000,15,19,23,3315.2524,11207.8154,324.90,150.65,0.03,-127.00,7.13,nan,nan,nan,592,29,-0.35,-1.26,10.11,0.08,0.68,-0.34,0.55,0.88,0.15,
540000,15,19,25,3315.2524,11207.8154,324.90,244.19,0.04,-127.00,7.13,nan,nan,nan,599,30,-0.42,-1.21,10.22,0.11,0.70,-0.32,0.45,0.32,0.23,
543000,15,19,27,3315.2524,11207.8154,324.90,354.89,0.03,-127.00,7.13,nan,nan,nan,656,39,-0.59,-1.00,10.50,0.03,0.67,-0.35,6.46,5.36,2.18,
546000,15,19,29,3315.2524,11207.8154,324.90,106.95,0.04,-127.00,7.13,nan,nan,nan,683,43,8.52,-1.27,5.31,0.42,0.63,0.01,0.90,2.91,0.43,
549000,15,19,31,3315.2524,11207.8154,324.90,147.26,0.01,-127.00,7.19,nan,nan,nan,638,36,-0.53,-1.14,10.63,0.14,0.66,-0.33,0.60,0.90,0.17,
552000,15,19,33,3315.2524,11207.8154,324.90,245.95,0.08,-127.00,7.19,nan,nan,nan,740,51,-1.89,0.79,10.02,0.07,0.59,-0.36,0.74,0.52,0.12,
555000,15,19,35,3315.2524,11207.8154,324.90,73.11,0.01,-127.00,7.19,nan,nan,nan,763,55,-0.28,-1.15,10.30,0.14,0.65,-0.33,1.09,0.37,0.25,
558000,15,19,37,3315.2524,11207.8154,324.90,32.00,0.03,-127.00,7.25,nan,nan,nan,770,56,-0.31,-1.16,10.29,0.14,0.66,-0.33,0.72,0.26,0.10,
561000,15,19,39,3315.2524,11207.8154,324.90,76.20,0.02,-127.00,7.25,nan,nan,nan,834,66,-0.27,-1.19,10.27,0.14,0.66,-0.34,0.74,0.16,0.04,
564000,15,19,41,3315.2524,11207.8154,324.90,246.50,0.02,-127.00,7.25,nan,nan,nan,844,67,1.76,-1.39,9.58,0.20,0.67,-0.29,-0.96,-33.71,-2.77,
567000,15,19,43,3315.2524,11207.8154,324.90,238.70,0.02,-127.00,7.25,nan,nan,nan,887,74,-0.39,-1.12,10.34,0.08,0.65,-0.33,0.82,0.61,0.24,
570000,15,19,45,3315.2524,11207.8154,324.90,70.56,0.02,-127.00,7.25,nan,nan,nan,972,87,-0.57,-1.04,10.18,0.07,0.63,-0.36,-5.29,-3.12,-1.66,
573000,15,19,47,3315.2524,11207.8154,324.90,201.19,0.01,-127.00,7.31,nan,nan,nan,930,80,-0.72,-1.29,11.15,0.06,0.63,-0.36,25.12,2.75,3.73,
576000,15,19,49,3315.2524,11207.8154,324.90,254.66,0.02,-127.00,7.31,nan,nan,nan,877,72,-0.45,-1.63,10.15,0.06,0.65,-0.37,7.64,0.95,1.76,
579000,15,19,51,3315.2524,11207.8154,324.90,236.10,0.00,-127.00,7.38,nan,nan,nan,920,79,-0.37,-1.34,10.27,0.06,0.64,-0.37,0.77,0.04,0.19,
582000,15,19,53,3315.2524,11207.8154,324.90,250.28,0.03,-127.00,7.38,nan,nan,nan,802,61,-0.41,-1.29,10.54,0.06,0.64,-0.38,0.60,0.84,-0.26,
585000,15,19,55,3315.2524,11207.8154,324.90,235.51,0.02,-127.00,7.38,nan,nan,nan,686,43,-0.17,-1.25,10.29,0.07,0.64,-0.38,-1.09,0.79,0.66,
588000,15,19,57,3315.2524,11207.8154,324.90,203.98,0.02,-127.00,7.38,nan,nan,nan,686,43,-0.18,-1.32,10.32,0.07,0.63,-0.36,-2.43,-0.94,-0.16,
591000,15,19,59,3315.2524,11207.8154,324.90,83.32,0.02,-127.00,7.38,nan,nan,nan,740,51,-0.26,-0.44,11.46,0.07,0.64,-0.37,1.90,-1.74,0.20,
594000,15,20,1,3315.2524,11207.8154,324.90,77.80,0.02,-127.00,7.44,nan,nan,nan,641,36,-0.19,-1.18,11.23,0.06,0.64,-0.38,-2.55,-2.90,0.25,
597000,15,20,3,3315.2524,11207.8154,324.90,23.84,0.01,-127.00,7.44,nan,nan,nan,578,27,-2.32,-1.92,13.19,0.08,0.62,-0.37,0.43,-2.79,-0.02,
