log time,GPS hour,GPS minute,GPS seconds,GPS latitude,GPS longitude,GPS angle,GPS speed,exterior temperature,interior temperature,BMP pressure (mb),BMP pressure (inHG),BMP altitude,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z,
1494000,15,37,36,3315.2858,11208.3808,1552.50,171.70,3.48,-127.00,13.38,nan,nan,nan,1523,187,1.28,1.17,10.39,0.07,0.18,-0.29,55.61,27.05,167.76,
1497000,15,37,38,3315.2839,11208.3808,1556.40,167.47,3.14,-127.00,13.38,nan,nan,nan,940,82,1.23,1.22,10.24,0.03,0.19,-0.30,52.15,26.42,163.35,
1500000,15,37,40,3315.2819,11208.3808,1560.40,175.05,3.45,-127.00,13.38,nan,nan,nan,851,68,1.31,1.24,10.40,0.10,0.17,-0.28,53.44,23.78,159.17,
1503000,15,37,42,3315.2797,11208.3808,1564.80,172.34,3.44,-127.00,13.38,nan,nan,nan,748,53,1.25,1.22,10.28,0.15,0.19,-0.28,54.85,17.24,158.62,
1506000,15,37,44,3315.2780,11208.3808,1568.90,172.18,3.49,-127.00,13.38,nan,nan,nan,653,38,1.36,1.21,10.25,0.24,0.25,-0.28,53.06,9.69,159.92,
1509000,15,37,46,3315.2758,11208.3808,1573.00,174.85,3.91,-127.00,13.38,nan,nan,nan,623,33,1.27,1.22,10.18,0.28,0.29,-0.27,50.55,7.02,162.82,
1512000,15,37,48,3315.2736,11208.3798,1578.00,169.97,4.35,-127.00,13.38,nan,nan,nan,599,30,1.22,1.28,10.21,0.30,0.33,-0.27,51.96,4.18,169.98,
1515000,15,37,50,3315.2714,11208.3789,1583.90,161.01,3.94,-127.00,13.38,nan,nan,nan,730,50,1.16,1.33,10.23,0.28,0.30,-0.27,54.29,7.41,175.81,
1518000,15,37,52,3315.2692,11208.3779,1590.10,162.53,4.00,-127.00,13.38,nan,nan,nan,1050,99,1.16,1.28,10.28,0.28,0.28,-0.27,54.95,14.69,173.78,
1521000,15,37,54,3315.2668,11208.3769,1596.70,160.02,4.88,-127.00,13.44,nan,nan,nan,605,31,1.20,1.23,10.46,0.24,0.23,-0.25,58.57,17.81,170.55,
1524000,15,37,56,3315.2644,11208.3759,1603.20,157.28,4.80,-127.00,13.44,nan,nan,nan,592,29,1.21,1.23,10.40,0.21,0.21,-0.27,57.54,20.09,166.79,
1527000,15,37,58,3315.2619,11208.3740,1609.70,156.62,4.68,-127.00,13.44,nan,nan,nan,570,25,1.27,1.22,10.44,0.21,0.20,-0.27,56.32,20.84,162.95,
1530000,15,38,0,3315.2595,11208.3730,1616.30,158.84,4.71,-127.00,13.44,nan,nan,nan,570,25,1.33,1.19,10.44,0.29,0.27,-0.25,55.82,15.86,160.97,
1533000,15,38,2,3315.2570,11208.3720,1623.20,160.56,4.75,-127.00,13.44,nan,nan,nan,553,23,1.29,1.21,10.34,0.31,0.33,-0.25,56.81,8.61,161.10,
1536000,15,38,4,3315.2546,11208.3710,1630.00,162.81,4.42,-127.00,13.44,nan,nan,nan,623,33,1.27,1.21,10.21,0.32,0.35,-0.26,53.36,3.03,163.70,
1539000,15,38,6,3315.2521,11208.3701,1636.60,161.07,4.45,-127.00,13.44,nan,nan,nan,690,44,1.25,1.22,10.26,0.31,0.41,-0.26,51.61,0.68,168.22,
1542000,15,38,8,3315.2495,11208.3691,1643.40,161.02,4.98,-127.00,13.50,nan,nan,nan,1191,120,1.17,1.20,10.21,0.32,0.38,-0.27,50.54,1.42,172.70,
1545000,15,38,10,3315.2465,11208.3681,1650.80,165.63,4.99,-127.00,13.50,nan,nan,nan,1110,108,1.16,1.22,10.21,0.32,0.38,-0.27,53.88,2.56,175.11,
1548000,15,38,12,3315.2438,11208.3671,1657.20,162.49,5.14,-127.00,13.50,nan,nan,nan,1174,117,1.23,1.25,10.49,0.28,0.30,-0.28,57.31,5.84,173.47,
1551000,15,38,14,3315.2407,11208.3652,1664.30,160.71,5.83,-127.00,13.50,nan,nan,nan,1174,117,1.33,1.22,10.38,0.28,0.30,-0.26,58.25,9.12,171.23,
1554000,15,38,16,3315.2375,11208.3642,1671.20,163.79,6.47,-127.00,13.50,nan,nan,nan,1095,105,1.22,1.20,10.34,0.28,0.28,-0.26,57.20,9.63,169.33,
1557000,15,38,18,3315.2338,11208.3623,1678.30,163.98,6.83,-127.00,13.56,nan,nan,nan,1095,105,1.27,1.19,10.33,0.28,0.27,-0.27,57.19,9.89,168.43,
1560000,15,38,20,3315.2299,11208.3613,1685.40,164.00,7.29,-127.00,13.56,nan,nan,nan,1110,108,1.29,1.19,10.46,0.25,0.25,-0.28,55.40,8.97,167.49,
1563000,15,38,22,3315.2260,11208.3593,1692.20,163.18,7.59,-127.00,13.56,nan,nan,nan,1068,101,1.25,1.20,10.41,0.25,0.24,-0.28,55.47,6.51,168.21,
1566000,15,38,24,3315.2219,11208.3583,1698.80,163.92,7.30,-127.00,13.56,nan,nan,nan,961,85,1.26,1.25,10.48,0.25,0.24,-0.28,57.65,4.33,168.62,
1569000,15,38,26,3315.2180,11208.3564,1705.40,161.04,7.33,-127.00,13.56,nan,nan,nan,1017,93,1.22,1.28,10.57,0.28,0.30,-0.28,57.44,3.42,168.36,
1572000,15,38,28,3315.2141,11208.3554,1712.60,158.51,7.32,-127.00,13.56,nan,nan,nan,1174,117,1.22,1.23,10.36,0.28,0.29,-0.27,54.82,3.06,169.66,
1575000,15,38,30,3315.2102,11208.3535,1719.40,160.93,7.52,-127.00,13.56,nan,nan,nan,1144,113,1.20,1.20,10.31,0.25,0.27,-0.28,54.08,1.81,171.46,
1578000,15,38,32,3315.2062,11208.3515,1726.20,161.21,7.29,-127.00,13.56,nan,nan,nan,1245,128,1.19,1.36,10.45,0.23,0.24,-0.27,57.62,4.30,171.54,
1581000,15,38,34,3315.2021,11208.3496,1732.90,157.84,7.36,-127.00,13.56,nan,nan,nan,1529,191,1.23,1.21,10.35,0.23,0.25,-0.27,57.22,6.29,171.20,
1584000,15,38,36,3315.1984,11208.3476,1739.60,158.80,7.42,-127.00,13.56,nan,nan,nan,1125,110,1.22,1.17,10.52,0.22,0.21,-0.28,58.47,8.29,170.84,
1587000,15,38,38,3315.1945,11208.3457,1746.20,162.04,7.02,-127.00,13.56,nan,nan,nan,949,83,1.26,1.16,10.43,0.22,0.22,-0.28,57.97,10.61,169.78,
1590000,15,38,40,3315.1909,11208.3447,1752.50,166.15,6.63,-127.00,13.56,nan,nan,nan,865,70,1.21,1.16,10.41,0.18,0.20,-0.30,56.53,12.98,169.79,
1593000,15,38,42,3315.1872,11208.3437,1759.00,167.34,6.56,-127.00,13.56,nan,nan,nan,975,87,1.23,1.14,10.30,0.14,0.19,-0.30,57.18,15.20,170.45,
1596000,15,38,44,3315.1838,11208.3427,1765.10,165.04,6.50,-127.00,13.63,nan,nan,nan,783,58,1.24,1.17,10.34,0.16,0.19,-0.28,56.25,16.11,169.62,
1599000,15,38,46,3315.1804,11208.3417,1771.40,166.68,6.40,-127.00,13.56,nan,nan,nan,534,20,1.27,1.14,10.25,0.17,0.19,-0.28,56.09,15.46,167.61,
1602000,15,38,48,3315.1770,11208.3408,1778.00,168.79,6.19,-127.00,13.56,nan,nan,nan,517,17,1.28,1.17,10.21,0.14,0.18,-0.27,56.67,14.05,167.08,
1605000,15,38,50,3315.1735,11208.3398,1784.10,165.39,5.72,-127.00,13.56,nan,nan,nan,531,19,1.20,1.18,10.26,0.17,0.19,-0.29,56.70,12.85,167.00,
1608000,15,38,52,3315.1706,11208.3388,1790.00,161.20,5.25,-127.00,13.56,nan,nan,nan,730,50,1.24,1.18,10.13,0.25,0.24,-0.27,54.50,12.15,166.95,
1611000,15,38,54,3315.1679,11208.3378,1795.80,160.98,5.00,-127.00,13.56,nan,nan,nan,627,34,1.23,1.19,10.14,0.20,0.20,-0.27,54.99,8.72,169.09,
1614000,15,38,56,3315.1655,11208.3359,1801.70,151.69,4.34,-127.00,13.56,nan,nan,nan,426,3,1.37,1.23,10.25,0.23,0.22,-0.27,56.18,8.98,168.94,
1617000,15,38,58,3315.1638,11208.3339,1807.50,134.39,4.35,-127.00,13.56,nan,nan,nan,443,6,1.30,1.22,10.29,0.25,0.24,-0.27,54.71,10.43,169.42,
1620000,15,39,0,3315.1618,11208.3320,1813.80,131.64,4.94,-127.00,13.56,nan,nan,nan,540,21,1.23,1.23,10.29,0.23,0.24,-0.28,56.62,9.00,169.47,
1623000,15,39,2,3315.1599,11208.3291,1820.30,130.53,5.51,-127.00,13.56,nan,nan,nan,765,55,1.09,1.20,10.32,0.21,0.23,-0.27,56.36,7.74,168.64,
1626000,15,39,4,3315.1579,11208.3261,1826.90,131.82,6.02,-127.00,13.56,nan,nan,nan,627,34,1.26,1.20,10.49,0.23,0.24,-0.28,56.27,5.90,169.68,
1629000,15,39,6,3315.1555,11208.3232,1833.70,138.83,5.90,-127.00,13.56,nan,nan,nan,564,24,1.24,1.18,10.33,0.20,0.23,-0.29,56.63,2.81,170.98,
1632000,15,39,8,3315.1525,11208.3203,1839.90,143.49,6.17,-127.00,13.56,nan,nan,nan,708,46,1.08,1.20,10.55,0.20,0.24,-0.29,57.65,3.15,171.31,
1635000,15,39,10,3315.1496,11208.3173,1846.50,141.88,7.16,-127.00,13.56,nan,nan,nan,800,60,1.22,1.17,10.43,0.16,0.23,-0.31,59.41,6.16,172.38,
1638000,15,39,12,3315.1464,11208.3144,1852.80,143.03,7.87,-127.00,13.56,nan,nan,nan,868,71,1.19,1.16,10.35,0.12,0.21,-0.31,59.08,10.53,173.33,
1641000,15,39,14,3315.1430,11208.3115,1859.40,143.66,8.11,-127.00,13.56,nan,nan,nan,925,79,1.23,1.15,10.27,0.07,0.19,-0.31,58.56,14.17,171.51,
1644000,15,39,16,3315.1394,11208.3076,1865.80,143.21,8.40,-127.00,13.56,nan,nan,nan,1288,135,1.22,1.11,10.37,0.04,0.20,-0.32,58.82,16.31,167.47,
1647000,15,39,18,3315.1354,11208.3037,1871.80,140.57,8.81,-127.00,13.56,nan,nan,nan,614,32,1.27,1.12,10.26,0.07,0.19,-0.31,59.75,13.94,165.15,
1650000,15,39,20,3315.1315,11208.3007,1877.70,143.54,8.71,-127.00,13.56,nan,nan,nan,692,44,1.28,1.13,10.40,0.12,0.20,-0.30,60.03,11.86,162.80,
1653000,15,39,22,3315.1276,11208.2968,1883.70,143.89,9.01,-127.00,13.56,nan,nan,nan,877,72,1.29,1.12,10.34,0.17,0.21,-0.28,57.35,10.23,161.91,
1656000,15,39,24,3315.1232,11208.2929,1889.50,146.22,9.32,-127.00,13.56,nan,nan,nan,549,22,1.30,1.11,10.46,0.15,0.21,-0.29,55.14,7.80,164.72,
1659000,15,39,26,3315.1188,11208.2900,1896.00,148.87,9.32,-127.00,13.56,nan,nan,nan,534,20,1.36,1.15,10.43,0.19,0.22,-0.28,56.04,9.00,169.42,
1662000,15,39,28,3315.1145,11208.2871,1901.80,152.03,8.83,-127.00,13.63,nan,nan,nan,800,60,1.18,1.16,10.42,0.19,0.21,-0.27,56.38,12.48,171.42,
1665000,15,39,30,3315.1101,11208.2841,1907.90,152.93,8.88,-127.00,13.63,nan,nan,nan,620,33,1.24,1.14,10.32,0.13,0.19,-0.29,56.65,16.19,169.98,
1668000,15,39,32,3315.1054,11208.2812,1914.00,152.81,9.33,-127.00,13.63,nan,nan,nan,584,28,1.19,1.14,10.48,0.11,0.18,-0.29,56.29,19.16,169.85,
1671000,15,39,34,3315.1005,11208.2783,1919.60,152.97,9.80,-127.00,13.63,nan,nan,nan,415,2,1.24,1.15,10.45,0.11,0.17,-0.30,56.88,18.77,167.24,
1674000,15,39,36,3315.0957,11208.2753,1925.30,152.88,9.53,-127.00,13.63,nan,nan,nan,480,12,1.28,1.16,10.55,0.13,0.18,-0.28,57.86,19.00,163.79,
1677000,15,39,38,3315.0908,11208.2724,1931.50,152.17,9.58,-127.00,13.63,nan,nan,nan,491,13,1.34,1.15,10.43,0.17,0.20,-0.30,56.74,16.38,161.69,
1680000,15,39,40,3315.0859,11208.2695,1937.90,154.08,9.81,-127.00,13.63,nan,nan,nan,774,56,1.29,1.15,10.48,0.21,0.22,-0.29,55.73,8.55,161.12,
1683000,15,39,42,3315.0812,11208.2656,1944.00,153.79,9.86,-127.00,13.63,nan,nan,nan,638,36,1.28,1.13,10.52,0.24,0.24,-0.28,54.05,3.54,163.95,
1686000,15,39,44,3315.0761,11208.2626,1950.20,152.08,9.58,-127.00,13.69,nan,nan,nan,584,28,1.24,1.16,10.60,0.26,0.28,-0.29,53.22,1.18,167.21,
1689000,15,39,46,3315.0712,11208.2597,1956.00,150.81,9.92,-127.00,13.69,nan,nan,nan,433,5,1.22,1.17,10.42,0.27,0.29,-0.28,54.98,3.06,170.92,
1692000,15,39,48,3315.0661,11208.2568,1962.00,151.20,10.18,-127.00,13.69,nan,nan,nan,564,24,1.17,1.18,10.46,0.20,0.22,-0.27,57.78,11.34,176.37,
1695000,15,39,50,3315.0610,11208.2529,1968.00,149.01,10.25,-127.00,13.69,nan,nan,nan,564,24,1.13,1.15,10.38,0.18,0.18,-0.27,57.63,19.57,174.42,
1698000,15,39,52,3315.0563,11208.2490,1973.40,146.02,10.38,-127.00,13.69,nan,nan,nan,564,24,1.18,1.13,10.40,0.11,0.16,-0.29,55.41,26.68,168.66,
1701000,15,39,54,3315.0515,11208.2460,1979.00,146.52,10.41,-127.00,13.69,nan,nan,nan,605,31,1.21,1.09,10.20,0.11,0.15,-0.29,51.70,27.81,161.96,
1704000,15,39,56,3315.0466,11208.2421,1984.70,144.67,10.42,-127.00,13.69,nan,nan,nan,757,54,1.19,1.08,10.04,0.17,0.17,-0.25,50.47,23.31,156.77,
1707000,15,39,58,3315.0419,11208.2382,1990.20,142.06,10.34,-127.00,13.69,nan,nan,nan,844,67,1.21,1.16,10.01,0.26,0.24,-0.25,49.98,16.10,154.43,
1710000,15,40,0,3315.0375,11208.2333,1995.60,141.26,10.32,-127.00,13.69,nan,nan,nan,830,65,1.19,1.18,9.92,0.32,0.36,-0.26,49.13,13.13,156.96,
1713000,15,40,2,3315.0329,11208.2294,2001.10,141.43,10.30,-127.00,13.69,nan,nan,nan,757,54,1.20,1.24,10.13,0.32,0.47,-0.27,49.72,8.03,162.89,
1716000,15,40,4,3315.0285,11208.2255,2006.50,140.91,9.92,-127.00,13.69,nan,nan,nan,700,45,1.37,1.26,10.34,0.31,0.51,-0.27,50.42,5.61,168.97,
1719000,15,40,6,3315.0241,11208.2216,2012.30,140.06,10.05,-127.00,13.63,nan,nan,nan,626,34,1.24,1.28,10.48,0.33,0.47,-0.27,54.26,8.60,172.94,
1722000,15,40,8,3315.0195,11208.2167,2018.30,138.49,10.41,-127.00,13.69,nan,nan,nan,596,29,1.19,1.35,10.49,0.33,0.41,-0.26,58.30,11.82,175.04,
1725000,15,40,10,3315.0151,11208.2119,2024.30,136.75,10.66,-127.00,13.69,nan,nan,nan,596,29,1.08,1.33,10.57,0.33,0.37,-0.25,59.72,19.50,172.11,
1728000,15,40,12,3315.0109,11208.2070,2030.10,137.03,10.68,-127.00,13.69,nan,nan,nan,761,54,1.27,1.30,10.80,0.31,0.34,-0.27,59.61,25.21,166.45,
1731000,15,40,14,3315.0063,11208.2021,2036.30,139.22,10.83,-127.00,13.63,nan,nan,nan,450,7,1.35,1.23,10.70,0.31,0.34,-0.25,56.93,22.02,162.39,
1734000,15,40,16,3315.0019,11208.1972,2042.00,140.90,10.65,-127.00,13.63,nan,nan,nan,472,10,1.29,1.21,10.59,0.33,0.41,-0.26,56.53,16.81,161.18,
1737000,15,40,18,3314.9973,11208.1933,2048.20,143.07,10.60,-127.00,13.63,nan,nan,nan,455,8,1.29,1.24,10.40,0.33,0.42,-0.26,54.46,12.29,161.05,
1740000,15,40,20,3314.9926,11208.1894,2054.60,142.32,10.92,-127.00,13.63,nan,nan,nan,424,3,1.09,1.22,10.27,0.31,0.50,-0.28,54.87,5.79,163.29,
1743000,15,40,22,3314.9877,11208.1845,2061.10,143.67,10.76,-127.00,13.63,nan,nan,nan,645,37,1.20,1.21,10.26,0.26,0.60,-0.29,52.39,2.83,165.26,
1746000,15,40,24,3314.9829,11208.1806,2067.50,148.51,10.31,-127.00,13.63,nan,nan,nan,678,42,1.21,1.19,10.17,0.27,0.56,-0.29,51.84,3.05,168.83,
1749000,15,40,26,3314.9780,11208.1777,2074.10,149.76,10.06,-127.00,13.63,nan,nan,nan,737,51,1.15,1.21,10.13,0.28,0.56,-0.30,52.93,2.09,172.75,
1752000,15,40,28,3314.9731,11208.1748,2080.60,149.93,9.98,-127.00,13.63,nan,nan,nan,872,71,1.12,1.23,10.20,0.29,0.54,-0.29,53.88,7.44,174.58,
1755000,15,40,30,3314.9682,11208.1718,2087.30,153.43,9.75,-127.00,13.63,nan,nan,nan,836,66,1.11,1.12,10.14,0.33,0.46,-0.26,55.81,13.51,173.83,
1758000,15,40,32,3314.9633,11208.1689,2093.50,159.05,9.31,-127.00,13.69,nan,nan,nan,768,56,1.16,1.12,10.23,0.33,0.42,-0.27,57.75,16.83,171.27,
1761000,15,40,34,3314.9584,11208.1669,2099.60,158.76,9.55,-127.00,13.69,nan,nan,nan,1060,100,1.21,1.16,10.43,0.32,0.33,-0.26,57.97,21.86,168.63,
1764000,15,40,36,3314.9536,11208.1640,2105.40,158.75,10.03,-127.00,13.69,nan,nan,nan,907,77,1.19,1.10,10.19,0.32,0.38,-0.24,56.19,23.47,165.29,
1767000,15,40,38,3314.9484,11208.1621,2111.80,161.79,9.27,-127.00,13.69,nan,nan,nan,759,54,1.26,1.12,10.33,0.33,0.42,-0.26,56.08,20.82,161.11,
1770000,15,40,40,3314.9433,11208.1611,2117.70,163.06,9.26,-127.00,13.69,nan,nan,nan,502,15,1.26,1.13,10.44,0.32,0.47,-0.27,57.31,15.63,159.62,
1773000,15,40,42,3314.9382,11208.1591,2123.40,162.14,9.63,-127.00,13.69,nan,nan,nan,577,26,1.32,1.14,10.62,0.31,0.50,-0.27,57.92,8.49,160.24,
1776000,15,40,44,3314.9331,11208.1572,2129.70,164.66,9.48,-127.00,13.69,nan,nan,nan,603,30,1.28,1.14,10.59,0.28,0.57,-0.28,54.24,1.90,163.42,
1779000,15,40,46,3314.9279,11208.1562,2136.00,167.30,9.65,-127.00,13.69,nan,nan,nan,907,77,1.26,1.16,10.58,0.26,0.61,-0.30,55.19,0.25,169.32,
1782000,15,40,48,3314.9223,11208.1552,2142.80,166.82,10.70,-127.00,13.69,nan,nan,nan,548,22,1.20,1.24,10.83,0.29,0.55,-0.29,58.29,2.26,173.84,
1785000,15,40,50,3314.9165,11208.1533,2149.30,167.63,11.00,-127.00,13.69,nan,nan,nan,612,32,1.22,1.17,10.76,0.32,0.46,-0.27,62.36,8.09,175.22,
1788000,15,40,52,3314.9104,11208.1523,2155.80,168.69,11.02,-127.00,13.69,nan,nan,nan,671,41,1.25,1.20,10.87,0.33,0.42,-0.27,63.85,14.61,172.44,
1791000,15,40,54,3314.9042,11208.1513,2162.90,169.55,11.64,-127.00,13.69,nan,nan,nan,671,41,1.27,1.15,10.66,0.32,0.38,-0.26,63.04,19.52,167.73,
1794000,15,40,56,3314.8974,11208.1494,2169.40,169.68,12.47,-127.00,13.69,nan,nan,nan,977,87,1.29,1.17,10.58,0.32,0.32,-0.25,62.15,20.47,163.88,
1797000,15,40,58,3314.8903,11208.1484,2175.70,167.15,13.14,-127.00,13.69,nan,nan,nan,645,37,1.21,1.18,10.23,0.33,0.39,-0.26,58.49,16.89,161.21,
1800000,15,41,0,3314.8833,11208.1464,2181.80,165.98,13.19,-127.00,13.69,nan,nan,nan,436,5,1.22,1.15,10.14,0.32,0.40,-0.26,56.97,11.63,160.51,
1803000,15,41,2,3314.8762,11208.1445,2187.40,167.49,13.47,-127.00,13.69,nan,nan,nan,486,13,1.19,1.12,9.84,0.31,0.54,-0.27,53.02,9.68,161.38,
1806000,15,41,4,3314.8686,11208.1425,2193.50,167.74,13.79,-127.00,13.69,nan,nan,nan,508,16,1.20,1.15,9.89,0.30,0.57,-0.26,51.79,6.13,167.08,
1809000,15,41,6,3314.8610,11208.1406,2200.00,166.97,13.95,-127.00,13.69,nan,nan,nan,565,25,1.11,1.18,10.02,0.28,0.56,-0.28,52.92,6.09,170.61,
1812000,15,41,8,3314.8532,11208.1386,2206.60,166.67,14.42,-127.00,13.69,nan,nan,nan,900,76,1.09,1.23,9.98,0.30,0.53,-0.26,54.10,9.31,173.75,
1815000,15,41,10,3314.8452,11208.1367,2213.50,167.80,14.94,-127.00,13.69,nan,nan,nan,572,26,1.09,1.20,9.97,0.33,0.44,-0.25,56.27,12.11,173.79,
1818000,15,41,12,3314.8369,11208.1347,2220.10,167.48,15.08,-127.00,13.69,nan,nan,nan,605,31,1.13,1.15,10.17,0.32,0.37,-0.26,56.15,15.63,171.68,
1821000,15,41,14,3314.8283,11208.1318,2226.30,168.59,15.37,-127.00,13.69,nan,nan,nan,578,27,1.08,1.14,10.11,0.31,0.33,-0.26,57.26,17.23,169.41,
1824000,15,41,16,3314.8195,11208.1298,2232.70,171.61,15.75,-127.00,13.69,nan,nan,nan,543,21,1.19,1.15,10.22,0.32,0.32,-0.24,58.21,15.35,165.55,
1827000,15,41,18,3314.8107,11208.1289,2239.50,171.46,15.96,-127.00,13.69,nan,nan,nan,855,69,1.22,1.16,10.28,0.31,0.36,-0.26,58.37,11.83,163.45,
1830000,15,41,20,3314.8020,11208.1269,2246.40,171.28,16.19,-127.00,13.69,nan,nan,nan,715,47,1.19,1.17,10.29,0.32,0.37,-0.26,58.15,8.41,163.77,
1833000,15,41,22,3314.7927,11208.1259,2253.00,173.25,16.75,-127.00,13.69,nan,nan,nan,599,30,1.21,1.18,10.28,0.33,0.45,-0.24,56.04,4.78,165.37,
1836000,15,41,24,3314.7832,11208.1240,2259.40,174.09,16.74,-127.00,13.69,nan,nan,nan,519,18,1.20,1.22,10.53,0.32,0.39,-0.25,56.80,3.81,170.71,
1839000,15,41,26,3314.7739,11208.1230,2265.70,173.36,16.32,-127.00,13.69,nan,nan,nan,572,26,1.21,1.21,10.40,0.32,0.38,-0.26,59.21,4.04,172.87,
1842000,15,41,28,3314.7648,11208.1220,2272.30,174.60,15.90,-127.00,13.69,nan,nan,nan,808,62,1.15,1.14,10.14,0.33,0.39,-0.26,59.19,7.42,172.86,
1845000,15,41,30,3314.7558,11208.1210,2278.90,175.19,16.09,-127.00,13.69,nan,nan,nan,473,11,1.23,1.19,10.35,0.31,0.30,-0.24,62.97,11.65,172.75,
1848000,15,41,32,3314.7465,11208.1201,2286.20,174.93,15.93,-127.00,13.69,nan,nan,nan,466,10,1.19,1.24,10.11,0.29,0.27,-0.24,61.62,16.08,173.21,
1851000,15,41,34,3314.7377,11208.1191,2293.20,174.25,15.89,-127.00,13.69,nan,nan,nan,819,63,1.14,1.21,10.33,0.21,0.20,-0.26,63.92,19.66,172.10,
1854000,15,41,36,3314.7290,11208.1181,2300.10,175.24,16.06,-127.00,13.69,nan,nan,nan,649,37,1.17,1.24,10.45,0.20,0.18,-0.25,64.55,21.82,170.83,
1857000,15,41,38,3314.7199,11208.1171,2307.20,175.29,16.00,-127.00,13.63,nan,nan,nan,599,30,1.20,1.19,10.19,0.16,0.18,-0.26,63.46,25.30,166.84,
1860000,15,41,40,3314.7111,11208.1162,2313.70,174.25,15.53,-127.00,13.63,nan,nan,nan,454,8,1.26,1.21,10.38,0.19,0.19,-0.26,63.57,21.54,164.89,
1863000,15,41,42,3314.7028,11208.1152,2320.20,175.12,15.45,-127.00,13.63,nan,nan,nan,553,23,1.32,1.27,10.70,0.12,0.19,-0.29,65.51,13.54,164.51,
1866000,15,41,44,3314.6940,11208.1142,2327.00,176.87,15.60,-127.00,13.63,nan,nan,nan,877,72,1.30,1.25,10.65,0.17,0.20,-0.30,65.35,11.79,166.39,
1869000,15,41,46,3314.6853,11208.1142,2333.90,175.90,15.84,-127.00,13.63,nan,nan,nan,742,52,1.26,1.22,10.49,0.17,0.21,-0.28,66.19,7.80,167.05,
1872000,15,41,48,3314.6765,11208.1132,2340.90,177.41,15.93,-127.00,13.56,nan,nan,nan,500,15,1.26,1.14,10.33,0.15,0.22,-0.30,61.56,4.61,169.72,
1875000,15,41,50,3314.6669,11208.1132,2347.80,179.50,16.70,-127.00,13.56,nan,nan,nan,594,29,1.17,1.18,10.27,0.14,0.22,-0.31,59.14,7.43,172.17,
1878000,15,41,52,3314.6577,11208.1123,2354.50,178.04,16.99,-127.00,13.56,nan,nan,nan,650,38,1.13,1.14,10.08,0.10,0.21,-0.31,58.64,11.24,173.91,
1881000,15,41,54,3314.6479,11208.1123,2361.50,177.73,17.19,-127.00,13.56,nan,nan,nan,1086,104,1.16,1.19,10.04,0.02,0.24,-0.34,58.77,13.05,174.27,
1884000,15,41,56,3314.6384,11208.1113,2368.80,179.01,17.22,-127.00,13.56,nan,nan,nan,637,36,1.09,1.16,9.90,-0.02,0.25,-0.34,55.82,15.36,173.33,
1887000,15,41,58,3314.6284,11208.1113,2375.60,179.07,17.90,-127.00,13.50,nan,nan,nan,742,52,1.09,1.11,9.91,-0.05,0.27,-0.35,53.85,17.36,173.00,
1890000,15,42,0,3314.6184,11208.1113,2382.20,178.18,18.01,-127.00,13.50,nan,nan,nan,857,69,1.16,1.09,9.94,-0.02,0.24,-0.33,52.07,17.83,169.81,
1893000,15,42,2,3314.6083,11208.1103,2388.70,178.21,17.86,-127.00,13.50,nan,nan,nan,951,83,1.16,1.12,9.95,-0.04,0.28,-0.36,55.09,17.04,168.48,
1896000,15,42,4,3314.5983,11208.1103,2395.30,181.25,17.93,-127.00,13.50,nan,nan,nan,527,19,1.15,1.14,9.84,-0.04,0.26,-0.34,52.22,17.66,168.49,
1899000,15,42,6,3314.5883,11208.1103,2400.90,181.54,18.17,-127.00,13.44,nan,nan,nan,548,22,1.17,1.13,9.81,-0.05,0.26,-0.35,54.19,17.28,168.20,
1902000,15,42,8,3314.5781,11208.1103,2407.20,181.01,17.98,-127.00,13.44,nan,nan,nan,543,21,1.18,1.13,9.83,-0.02,0.25,-0.33,54.48,15.96,168.95,
1905000,15,42,10,3314.5681,11208.1113,2413.50,181.75,18.09,-127.00,13.44,nan,nan,nan,486,13,1.20,1.13,9.98,-0.02,0.22,-0.35,54.54,16.70,170.64,
1908000,15,42,12,3314.5578,11208.1113,2419.60,182.50,18.47,-127.00,13.44,nan,nan,nan,523,18,1.15,1.08,9.76,-0.02,0.22,-0.34,52.19,18.87,171.28,
1911000,15,42,14,3314.5473,11208.1113,2425.70,180.68,18.59,-127.00,13.38,nan,nan,nan,549,22,1.14,1.08,9.93,-0.01,0.23,-0.34,51.19,21.62,169.76,
1914000,15,42,16,3314.5371,11208.1113,2431.90,180.64,18.38,-127.00,13.38,nan,nan,nan,748,53,1.19,1.09,9.81,-0.05,0.25,-0.34,49.76,19.62,167.27,
1917000,15,42,18,3314.5266,11208.1113,2438.00,181.95,18.60,-127.00,13.38,nan,nan,nan,735,51,1.23,1.07,9.88,-0.02,0.23,-0.33,51.77,19.03,164.40,
1920000,15,42,20,3314.5161,11208.1123,2444.00,181.36,18.57,-127.00,13.31,nan,nan,nan,715,47,1.20,1.10,10.16,0.03,0.22,-0.34,51.42,15.15,165.38,
1923000,15,42,22,3314.5058,11208.1123,2450.60,181.23,18.71,-127.00,13.31,nan,nan,nan,631,35,1.19,1.10,10.13,0.08,0.22,-0.32,52.83,9.57,165.87,
1926000,15,42,24,3314.4956,11208.1123,2457.20,181.16,18.86,-127.00,13.25,nan,nan,nan,441,6,1.21,1.21,9.94,0.05,0.22,-0.33,52.37,10.59,169.83,
